sample_ID	reads_ID	Source	Origin	Microorganism	country	clindamycin	erythromycin	linezolid	vancomycin	cefepime	cefotaxime	ceftazidime	ertapenem	imipenem	meropenem	tigecycline	colistin	sulfamethoxazole	trimethoprim
SRR3932943	SRR3932943_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932944	SRR3932944_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932945	SRR3932945_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932946	SRR3932946_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932948	SRR3932948_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932949	SRR3932949_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932950	SRR3932950_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932951	SRR3932951_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932952	SRR3932952_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932953	SRR3932953_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932954	SRR3932954_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932955	SRR3932955_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932956	SRR3932956_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932957	SRR3932957_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932958	SRR3932958_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932959	SRR3932959_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932960	SRR3932960_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932961	SRR3932961_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932962	SRR3932962_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932963	SRR3932963_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932964	SRR3932964_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932966	SRR3932966_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932967	SRR3932967_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932968	SRR3932968_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932969	SRR3932969_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932970	SRR3932970_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932971	SRR3932971_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932972	SRR3932972_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932973	SRR3932973_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932974	SRR3932974_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932975	SRR3932975_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932976	SRR3932976_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932977	SRR3932977_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932978	SRR3932978_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932979	SRR3932979_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932980	SRR3932980_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932981	SRR3932981_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932983	SRR3932983_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932985	SRR3932985_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932986	SRR3932986_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932987	SRR3932987_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932989	SRR3932989_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932991	SRR3932991_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932992	SRR3932992_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932993	SRR3932993_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932994	SRR3932994_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932996	SRR3932996_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932997	SRR3932997_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932998	SRR3932998_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3932999	SRR3932999_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933000	SRR3933000_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933001	SRR3933001_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933002	SRR3933002_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933003	SRR3933003_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933004	SRR3933004_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933006	SRR3933006_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933007	SRR3933007_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933008	SRR3933008_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933009	SRR3933009_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933010	SRR3933010_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933011	SRR3933011_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933012	SRR3933012_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933013	SRR3933013_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933014	SRR3933014_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933015	SRR3933015_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933016	SRR3933016_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933017	SRR3933017_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933018	SRR3933018_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933019	SRR3933019_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933020	SRR3933020_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933021	SRR3933021_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933022	SRR3933022_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933023	SRR3933023_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933024	SRR3933024_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933025	SRR3933025_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933026	SRR3933026_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933027	SRR3933027_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933029	SRR3933029_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933031	SRR3933031_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933032	SRR3933032_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933033	SRR3933033_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933034	SRR3933034_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933035	SRR3933035_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933037	SRR3933037_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933038	SRR3933038_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933040	SRR3933040_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933041	SRR3933041_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933043	SRR3933043_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933044	SRR3933044_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933045	SRR3933045_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933046	SRR3933046_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933047	SRR3933047_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933049	SRR3933049_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933050	SRR3933050_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933051	SRR3933051_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933053	SRR3933053_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933056	SRR3933056_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933057	SRR3933057_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933058	SRR3933058_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933059	SRR3933059_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933060	SRR3933060_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933061	SRR3933061_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933062	SRR3933062_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933063	SRR3933063_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933064	SRR3933064_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933065	SRR3933065_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933066	SRR3933066_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933067	SRR3933067_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933070	SRR3933070_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933073	SRR3933073_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933074	SRR3933074_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933075	SRR3933075_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933076	SRR3933076_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933077	SRR3933077_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933078	SRR3933078_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933079	SRR3933079_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933080	SRR3933080_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933081	SRR3933081_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933082	SRR3933082_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933083	SRR3933083_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933084	SRR3933084_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933085	SRR3933085_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3933086	SRR3933086_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280560	SRR4280560_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280561	SRR4280561_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280562	SRR4280562_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280563	SRR4280563_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280564	SRR4280564_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280565	SRR4280565_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280566	SRR4280566_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280567	SRR4280567_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280568	SRR4280568_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280569	SRR4280569_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280572	SRR4280572_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280573	SRR4280573_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280574	SRR4280574_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280575	SRR4280575_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280576	SRR4280576_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280577	SRR4280577_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280578	SRR4280578_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280579	SRR4280579_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280580	SRR4280580_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280581	SRR4280581_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280582	SRR4280582_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280583	SRR4280583_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280584	SRR4280584_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280585	SRR4280585_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280586	SRR4280586_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280587	SRR4280587_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280588	SRR4280588_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280589	SRR4280589_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280590	SRR4280590_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280591	SRR4280591_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280592	SRR4280592_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280593	SRR4280593_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280594	SRR4280594_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280595	SRR4280595_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280596	SRR4280596_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280597	SRR4280597_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280598	SRR4280598_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280599	SRR4280599_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280600	SRR4280600_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280601	SRR4280601_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280602	SRR4280602_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280603	SRR4280603_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280604	SRR4280604_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280605	SRR4280605_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280606	SRR4280606_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280607	SRR4280607_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280608	SRR4280608_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280609	SRR4280609_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280610	SRR4280610_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280612	SRR4280612_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280613	SRR4280613_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280614	SRR4280614_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280615	SRR4280615_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280616	SRR4280616_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280617	SRR4280617_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280618	SRR4280618_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280619	SRR4280619_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280620	SRR4280620_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280621	SRR4280621_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280622	SRR4280622_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280623	SRR4280623_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280624	SRR4280624_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280625	SRR4280625_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280626	SRR4280626_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280627	SRR4280627_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280628	SRR4280628_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280629	SRR4280629_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280631	SRR4280631_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280632	SRR4280632_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280634	SRR4280634_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280635	SRR4280635_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280636	SRR4280636_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280637	SRR4280637_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280638	SRR4280638_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280639	SRR4280639_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280640	SRR4280640_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280641	SRR4280641_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280642	SRR4280642_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280643	SRR4280643_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280644	SRR4280644_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280645	SRR4280645_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280646	SRR4280646_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR4280647	SRR4280647_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
