sample_ID	reads_ID	Source	Origin	Microorganism	country	clindamycin	erythromycin	linezolid	vancomycin	cefepime	cefotaxime	ceftazidime	ertapenem	imipenem	meropenem	tigecycline	colistin	sulfamethoxazole	trimethoprim
SRR2407701	SRR2407701_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407702	SRR2407702_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407703	SRR2407703_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407704	SRR2407704_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407705	SRR2407705_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407706	SRR2407706_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407707	SRR2407707_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407708	SRR2407708_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407709	SRR2407709_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407710	SRR2407710_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407711	SRR2407711_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407712	SRR2407712_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407713	SRR2407713_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407714	SRR2407714_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407715	SRR2407715_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407716	SRR2407716_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407717	SRR2407717_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407718	SRR2407718_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407720	SRR2407720_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407721	SRR2407721_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407722	SRR2407722_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407723	SRR2407723_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407724	SRR2407724_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407725	SRR2407725_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407726	SRR2407726_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407727	SRR2407727_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407728	SRR2407728_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407729	SRR2407729_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407730	SRR2407730_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407731	SRR2407731_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407732	SRR2407732_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407733	SRR2407733_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407734	SRR2407734_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407735	SRR2407735_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407736	SRR2407736_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407737	SRR2407737_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407738	SRR2407738_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407739	SRR2407739_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407740	SRR2407740_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407741	SRR2407741_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407742	SRR2407742_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407743	SRR2407743_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407744	SRR2407744_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407745	SRR2407745_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407746	SRR2407746_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407747	SRR2407747_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407748	SRR2407748_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407749	SRR2407749_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407750	SRR2407750_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407751	SRR2407751_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407752	SRR2407752_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407753	SRR2407753_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407754	SRR2407754_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407755	SRR2407755_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407756	SRR2407756_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407757	SRR2407757_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407758	SRR2407758_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407759	SRR2407759_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407760	SRR2407760_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407761	SRR2407761_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407762	SRR2407762_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407763	SRR2407763_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407764	SRR2407764_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407765	SRR2407765_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407766	SRR2407766_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407767	SRR2407767_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407768	SRR2407768_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407769	SRR2407769_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407770	SRR2407770_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407771	SRR2407771_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407772	SRR2407772_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407773	SRR2407773_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407774	SRR2407774_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407775	SRR2407775_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407776	SRR2407776_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407779	SRR2407779_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407780	SRR2407780_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407781	SRR2407781_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407782	SRR2407782_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407783	SRR2407783_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407784	SRR2407784_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407785	SRR2407785_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407786	SRR2407786_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407790	SRR2407790_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407791	SRR2407791_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407792	SRR2407792_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407793	SRR2407793_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407794	SRR2407794_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407796	SRR2407796_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407797	SRR2407797_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407798	SRR2407798_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407799	SRR2407799_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407800	SRR2407800_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407801	SRR2407801_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2407802	SRR2407802_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2532634	SRR2532634_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2533435	SRR2533435_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2533438	SRR2533438_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2533441	SRR2533441_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2533449	SRR2533449_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2533556	SRR2533556_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2533558	SRR2533558_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2670703	SRR2670703_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2724056	SRR2724056_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2724059	SRR2724059_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2889981	SRR2889981_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2912654	SRR2912654_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR2979519	SRR2979519_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3131144	SRR3131144_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3143811	SRR3143811_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3219167	SRR3219167_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3223755	SRR3223755_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3289810	SRR3289810_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295505	SRR3295505_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295506	SRR3295506_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295507	SRR3295507_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295508	SRR3295508_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295509	SRR3295509_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295510	SRR3295510_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295511	SRR3295511_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295512	SRR3295512_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295513	SRR3295513_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295514	SRR3295514_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295515	SRR3295515_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295516	SRR3295516_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295517	SRR3295517_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295518	SRR3295518_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295519	SRR3295519_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295520	SRR3295520_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295521	SRR3295521_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295522	SRR3295522_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295523	SRR3295523_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295524	SRR3295524_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295525	SRR3295525_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295526	SRR3295526_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295528	SRR3295528_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295529	SRR3295529_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295530	SRR3295530_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295531	SRR3295531_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295532	SRR3295532_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295533	SRR3295533_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295534	SRR3295534_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295535	SRR3295535_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295536	SRR3295536_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295537	SRR3295537_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295538	SRR3295538_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295539	SRR3295539_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295540	SRR3295540_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295541	SRR3295541_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295542	SRR3295542_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295543	SRR3295543_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295544	SRR3295544_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295545	SRR3295545_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295546	SRR3295546_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295547	SRR3295547_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295548	SRR3295548_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295549	SRR3295549_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295550	SRR3295550_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295551	SRR3295551_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295552	SRR3295552_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295553	SRR3295553_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295554	SRR3295554_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295555	SRR3295555_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295556	SRR3295556_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295557	SRR3295557_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295558	SRR3295558_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295559	SRR3295559_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295560	SRR3295560_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295561	SRR3295561_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295562	SRR3295562_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295563	SRR3295563_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295564	SRR3295564_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295565	SRR3295565_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295566	SRR3295566_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295567	SRR3295567_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295568	SRR3295568_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295569	SRR3295569_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295570	SRR3295570_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295571	SRR3295571_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295572	SRR3295572_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295575	SRR3295575_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295576	SRR3295576_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295577	SRR3295577_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295578	SRR3295578_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295579	SRR3295579_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295580	SRR3295580_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295581	SRR3295581_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295582	SRR3295582_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295583	SRR3295583_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295584	SRR3295584_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295585	SRR3295585_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295586	SRR3295586_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295587	SRR3295587_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295588	SRR3295588_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295589	SRR3295589_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295590	SRR3295590_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295591	SRR3295591_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295592	SRR3295592_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295593	SRR3295593_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295594	SRR3295594_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295595	SRR3295595_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295596	SRR3295596_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295597	SRR3295597_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295598	SRR3295598_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295600	SRR3295600_1.trim.fq.gz	Animal	Surveillance	Salmonella spp.	USA														
SRR3295601	SRR3295601_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295602	SRR3295602_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295603	SRR3295603_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295604	SRR3295604_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295605	SRR3295605_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295606	SRR3295606_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295607	SRR3295607_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295608	SRR3295608_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295609	SRR3295609_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295610	SRR3295610_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295611	SRR3295611_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295613	SRR3295613_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295614	SRR3295614_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295615	SRR3295615_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295616	SRR3295616_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295617	SRR3295617_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295618	SRR3295618_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295631	SRR3295631_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295632	SRR3295632_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295633	SRR3295633_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295634	SRR3295634_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295635	SRR3295635_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295636	SRR3295636_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295638	SRR3295638_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295639	SRR3295639_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295640	SRR3295640_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295641	SRR3295641_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295643	SRR3295643_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295644	SRR3295644_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295645	SRR3295645_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295646	SRR3295646_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295647	SRR3295647_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295648	SRR3295648_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295649	SRR3295649_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295650	SRR3295650_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295651	SRR3295651_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295654	SRR3295654_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295655	SRR3295655_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295656	SRR3295656_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295657	SRR3295657_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295660	SRR3295660_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295661	SRR3295661_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295662	SRR3295662_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295663	SRR3295663_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295664	SRR3295664_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295665	SRR3295665_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295668	SRR3295668_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295669	SRR3295669_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295670	SRR3295670_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295671	SRR3295671_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295672	SRR3295672_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295673	SRR3295673_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295674	SRR3295674_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295675	SRR3295675_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295676	SRR3295676_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295677	SRR3295677_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295678	SRR3295678_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295679	SRR3295679_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295680	SRR3295680_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295682	SRR3295682_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295683	SRR3295683_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295684	SRR3295684_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295685	SRR3295685_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295686	SRR3295686_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295687	SRR3295687_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295688	SRR3295688_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295690	SRR3295690_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295691	SRR3295691_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295692	SRR3295692_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295693	SRR3295693_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295694	SRR3295694_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295695	SRR3295695_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295696	SRR3295696_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295697	SRR3295697_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295698	SRR3295698_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295699	SRR3295699_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295700	SRR3295700_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295701	SRR3295701_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295702	SRR3295702_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295703	SRR3295703_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295705	SRR3295705_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295706	SRR3295706_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295707	SRR3295707_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295708	SRR3295708_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295709	SRR3295709_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
SRR3295710	SRR3295710_1.trim.fq.gz	Food	Surveillance	Salmonella spp.	USA														
