# Document with the sample ids, reads ids, source of the bacteria, program under the sample has been extracted, microorganism
## Data from Conneticut
## Confidential
,sample_ID,reads_ID,Source,Origin,Microorganism
598,SRR3295739,SRR3295739_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
599,SRR3295740,SRR3295740_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
600,SRR3295741,SRR3295741_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
601,SRR3295742,SRR3295742_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
602,SRR3295743,SRR3295743_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
603,SRR3295744,SRR3295744_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
604,SRR3295745,SRR3295745_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
605,SRR3295746,SRR3295746_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
606,SRR3295747,SRR3295747_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
607,SRR3295748,SRR3295748_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
608,SRR3295749,SRR3295749_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
609,SRR3295751,SRR3295751_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
610,SRR3295752,SRR3295752_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
611,SRR3295753,SRR3295753_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
612,SRR3295754,SRR3295754_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
613,SRR3295755,SRR3295755_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
614,SRR3295756,SRR3295756_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
615,SRR3295757,SRR3295757_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
616,SRR3295758,SRR3295758_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
617,SRR3295759,SRR3295759_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
618,SRR3295760,SRR3295760_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
619,SRR3295761,SRR3295761_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
620,SRR3295762,SRR3295762_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
621,SRR3295763,SRR3295763_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
622,SRR3295764,SRR3295764_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
623,SRR3295765,SRR3295765_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
624,SRR3295766,SRR3295766_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
625,SRR3295767,SRR3295767_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
626,SRR3295768,SRR3295768_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
627,SRR3295769,SRR3295769_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
628,SRR3295770,SRR3295770_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
629,SRR3295771,SRR3295771_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
630,SRR3295772,SRR3295772_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
631,SRR3295773,SRR3295773_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
632,SRR3295774,SRR3295774_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
633,SRR3295775,SRR3295775_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
634,SRR3295776,SRR3295776_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
635,SRR3295777,SRR3295777_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
636,SRR3295778,SRR3295778_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
637,SRR3295779,SRR3295779_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
638,SRR3295780,SRR3295780_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
639,SRR3295781,SRR3295781_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
640,SRR3295782,SRR3295782_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
641,SRR3295783,SRR3295783_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
642,SRR3295784,SRR3295784_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
643,SRR3295785,SRR3295785_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
644,SRR3295786,SRR3295786_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
645,SRR3295787,SRR3295787_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
646,SRR3295788,SRR3295788_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
647,SRR3295789,SRR3295789_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
648,SRR3295790,SRR3295790_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
649,SRR3295791,SRR3295791_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
650,SRR3295792,SRR3295792_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
651,SRR3295793,SRR3295793_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
652,SRR3295794,SRR3295794_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
653,SRR3295795,SRR3295795_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
654,SRR3295796,SRR3295796_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
655,SRR3295797,SRR3295797_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
656,SRR3295798,SRR3295798_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
657,SRR3295799,SRR3295799_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
658,SRR3295800,SRR3295800_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
659,SRR3295801,SRR3295801_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
660,SRR3295804,SRR3295804_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
661,SRR3295805,SRR3295805_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
662,SRR3295806,SRR3295806_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
663,SRR3295807,SRR3295807_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
664,SRR3295808,SRR3295808_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
665,SRR3295809,SRR3295809_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
666,SRR3295810,SRR3295810_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
667,SRR3295811,SRR3295811_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
668,SRR3295812,SRR3295812_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
669,SRR3295813,SRR3295813_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
670,SRR3295815,SRR3295815_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
671,SRR3295816,SRR3295816_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
672,SRR3295817,SRR3295817_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
673,SRR3295818,SRR3295818_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
674,SRR3295819,SRR3295819_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
675,SRR3295820,SRR3295820_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
676,SRR3295821,SRR3295821_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
677,SRR3295822,SRR3295822_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
678,SRR3295823,SRR3295823_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
679,SRR3295824,SRR3295824_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
680,SRR3295825,SRR3295825_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
681,SRR3295826,SRR3295826_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
682,SRR3295827,SRR3295827_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
683,SRR3295828,SRR3295828_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
684,SRR3295829,SRR3295829_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
685,SRR3295830,SRR3295830_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
686,SRR3295832,SRR3295832_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
687,SRR3295833,SRR3295833_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
688,SRR3295835,SRR3295835_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
689,SRR3295837,SRR3295837_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
690,SRR3295838,SRR3295838_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
691,SRR3295839,SRR3295839_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
692,SRR3295840,SRR3295840_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
693,SRR3295841,SRR3295841_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
694,SRR3295842,SRR3295842_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
695,SRR3295843,SRR3295843_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
696,SRR3295844,SRR3295844_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
697,SRR3295845,SRR3295845_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
698,SRR3295846,SRR3295846_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
699,SRR3295848,SRR3295848_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
700,SRR3295849,SRR3295849_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
701,SRR3295850,SRR3295850_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
702,SRR3295851,SRR3295851_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
703,SRR3295852,SRR3295852_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
704,SRR3295853,SRR3295853_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
705,SRR3295855,SRR3295855_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
706,SRR3295856,SRR3295856_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
707,SRR3295857,SRR3295857_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
708,SRR3295858,SRR3295858_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
709,SRR3295859,SRR3295859_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
710,SRR3295860,SRR3295860_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
711,SRR3295861,SRR3295861_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
712,SRR3295862,SRR3295862_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
713,SRR3295863,SRR3295863_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
714,SRR3295864,SRR3295864_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
715,SRR3295865,SRR3295865_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
716,SRR3295866,SRR3295866_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
717,SRR3295867,SRR3295867_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
718,SRR3295868,SRR3295868_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
719,SRR3295869,SRR3295869_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
720,SRR3295871,SRR3295871_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
721,SRR3295872,SRR3295872_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
722,SRR3295873,SRR3295873_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
723,SRR3295874,SRR3295874_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
724,SRR3295875,SRR3295875_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
725,SRR3295876,SRR3295876_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
726,SRR3295877,SRR3295877_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
727,SRR3295879,SRR3295879_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
728,SRR3295880,SRR3295880_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
729,SRR3295881,SRR3295881_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
730,SRR3295882,SRR3295882_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
731,SRR3295883,SRR3295883_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
732,SRR3295884,SRR3295884_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
733,SRR3295885,SRR3295885_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
734,SRR3295886,SRR3295886_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
735,SRR3295887,SRR3295887_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
736,SRR3295888,SRR3295888_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
737,SRR3295889,SRR3295889_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
738,SRR3295890,SRR3295890_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
739,SRR3295891,SRR3295891_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
740,SRR3295893,SRR3295893_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
741,SRR3295894,SRR3295894_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
742,SRR3295895,SRR3295895_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
743,SRR3295896,SRR3295896_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
744,SRR3295897,SRR3295897_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
745,SRR3295898,SRR3295898_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
746,SRR3295899,SRR3295899_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
747,SRR3295900,SRR3295900_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
748,SRR3295901,SRR3295901_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
749,SRR3295902,SRR3295902_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
750,SRR3295903,SRR3295903_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
751,SRR3295904,SRR3295904_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
752,SRR3295905,SRR3295905_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
753,SRR3295906,SRR3295906_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
754,SRR3295907,SRR3295907_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
755,SRR3295908,SRR3295908_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
756,SRR3295909,SRR3295909_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
757,SRR3295911,SRR3295911_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
758,SRR3295913,SRR3295913_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
759,SRR3295914,SRR3295914_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
760,SRR3295915,SRR3295915_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
761,SRR3295916,SRR3295916_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
762,SRR3295917,SRR3295917_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
763,SRR3295918,SRR3295918_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
764,SRR3295919,SRR3295919_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
765,SRR3295920,SRR3295920_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
766,SRR3295921,SRR3295921_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
767,SRR3295922,SRR3295922_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
768,SRR3295923,SRR3295923_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
769,SRR3295924,SRR3295924_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
770,SRR3295925,SRR3295925_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
771,SRR3295927,SRR3295927_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
772,SRR3295928,SRR3295928_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
773,SRR3295929,SRR3295929_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
774,SRR3295930,SRR3295930_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
775,SRR3295931,SRR3295931_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
776,SRR3295932,SRR3295932_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
777,SRR3295935,SRR3295935_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
778,SRR3295936,SRR3295936_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
779,SRR3295937,SRR3295937_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
780,SRR3295938,SRR3295938_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
781,SRR3295939,SRR3295939_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
782,SRR3295940,SRR3295940_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
783,SRR3295941,SRR3295941_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
784,SRR3295942,SRR3295942_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
785,SRR3295943,SRR3295943_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
786,SRR3295944,SRR3295944_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
787,SRR3295947,SRR3295947_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
788,SRR3295948,SRR3295948_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
789,SRR3295949,SRR3295949_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
790,SRR3295950,SRR3295950_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
791,SRR3295951,SRR3295951_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
792,SRR3295952,SRR3295952_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
793,SRR3295954,SRR3295954_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
794,SRR3295955,SRR3295955_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
795,SRR3295956,SRR3295956_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
796,SRR3295957,SRR3295957_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
797,SRR3295958,SRR3295958_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
798,SRR3295959,SRR3295959_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
799,SRR3295960,SRR3295960_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
800,SRR3295961,SRR3295961_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
801,SRR3295962,SRR3295962_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
802,SRR3295963,SRR3295963_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
803,SRR3295964,SRR3295964_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
804,SRR3295965,SRR3295965_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
805,SRR3295966,SRR3295966_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
806,SRR3295967,SRR3295967_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
807,SRR3330375,SRR3330375_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
808,SRR3344468,SRR3344468_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
809,SRR3665074,SRR3665074_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
810,SRR3932880,SRR3932880_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
811,SRR3932881,SRR3932881_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
812,SRR3932882,SRR3932882_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
813,SRR3932883,SRR3932883_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
814,SRR3932884,SRR3932884_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
815,SRR3932885,SRR3932885_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
816,SRR3932887,SRR3932887_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
817,SRR3932888,SRR3932888_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
818,SRR3932889,SRR3932889_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
819,SRR3932890,SRR3932890_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
820,SRR3932891,SRR3932891_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
821,SRR3932892,SRR3932892_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
822,SRR3932893,SRR3932893_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
823,SRR3932895,SRR3932895_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
824,SRR3932896,SRR3932896_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
825,SRR3932897,SRR3932897_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
826,SRR3932898,SRR3932898_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
827,SRR3932899,SRR3932899_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
828,SRR3932900,SRR3932900_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
829,SRR3932902,SRR3932902_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
830,SRR3932903,SRR3932903_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
831,SRR3932905,SRR3932905_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
832,SRR3932906,SRR3932906_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
833,SRR3932907,SRR3932907_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
834,SRR3932908,SRR3932908_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
835,SRR3932909,SRR3932909_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
836,SRR3932910,SRR3932910_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
837,SRR3932911,SRR3932911_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
838,SRR3932912,SRR3932912_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
839,SRR3932913,SRR3932913_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
840,SRR3932914,SRR3932914_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
841,SRR3932915,SRR3932915_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
842,SRR3932916,SRR3932916_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
843,SRR3932917,SRR3932917_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
844,SRR3932918,SRR3932918_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
845,SRR3932919,SRR3932919_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
846,SRR3932920,SRR3932920_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
847,SRR3932921,SRR3932921_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
848,SRR3932922,SRR3932922_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
849,SRR3932923,SRR3932923_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
850,SRR3932924,SRR3932924_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
851,SRR3932925,SRR3932925_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
852,SRR3932926,SRR3932926_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
853,SRR3932927,SRR3932927_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
854,SRR3932929,SRR3932929_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
855,SRR3932931,SRR3932931_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
856,SRR3932932,SRR3932932_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
857,SRR3932933,SRR3932933_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
858,SRR3932934,SRR3932934_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
859,SRR3932935,SRR3932935_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
860,SRR3932936,SRR3932936_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
861,SRR3932938,SRR3932938_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
862,SRR3932940,SRR3932940_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
863,SRR3932941,SRR3932941_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
864,SRR3932942,SRR3932942_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
865,SRR3932943,SRR3932943_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
866,SRR3932944,SRR3932944_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
867,SRR3932945,SRR3932945_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
868,SRR3932946,SRR3932946_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
869,SRR3932948,SRR3932948_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
870,SRR3932949,SRR3932949_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
871,SRR3932950,SRR3932950_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
872,SRR3932951,SRR3932951_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
873,SRR3932952,SRR3932952_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
874,SRR3932953,SRR3932953_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
875,SRR3932954,SRR3932954_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
876,SRR3932955,SRR3932955_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
877,SRR3932956,SRR3932956_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
878,SRR3932957,SRR3932957_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
879,SRR3932958,SRR3932958_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
880,SRR3932959,SRR3932959_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
881,SRR3932960,SRR3932960_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
882,SRR3932961,SRR3932961_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
883,SRR3932962,SRR3932962_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
884,SRR3932963,SRR3932963_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
885,SRR3932964,SRR3932964_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
886,SRR3932966,SRR3932966_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
887,SRR3932967,SRR3932967_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
888,SRR3932968,SRR3932968_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
889,SRR3932969,SRR3932969_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
890,SRR3932970,SRR3932970_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
891,SRR3932971,SRR3932971_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
892,SRR3932972,SRR3932972_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
893,SRR3932973,SRR3932973_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
894,SRR3932974,SRR3932974_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
895,SRR3932975,SRR3932975_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
896,SRR3932976,SRR3932976_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
897,SRR3932977,SRR3932977_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
898,SRR3932978,SRR3932978_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
899,SRR3932979,SRR3932979_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
900,SRR3932980,SRR3932980_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
901,SRR3932981,SRR3932981_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
902,SRR3932983,SRR3932983_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
903,SRR3932985,SRR3932985_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
904,SRR3932986,SRR3932986_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
905,SRR3932987,SRR3932987_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
906,SRR3932989,SRR3932989_1.trim.fq.gz,Food,Surveillance,Salmonella spp.
