# Document with the sample ids and the antimicrobials that have been tested with
sample_ID,ampicillin,cefoxitin,chloramphenicol,ciprofloxacin,gentamicin,nalidixic acid,tetracycline
SRR2407611,MIC: 32.0,MIC: 2.0,MIC: 4.0,MIC: 0.03,MIC: 1.0,MIC: 4.0,MIC: 32.0
SRR2407612,MIC: 32.0,MIC: 32.0,MIC: 4.0,MIC: 0.03,MIC: 0.25,MIC: 2.0,MIC: 32.0
SRR2407613,MIC: 2.0,MIC: 4.0,MIC: 8.0,MIC: 0.03,MIC: 1.0,MIC: 4.0,MIC: 4.0
SRR2407614,MIC: 1.0,MIC: 2.0,MIC: 8.0,MIC: 0.03,MIC: 0.5,MIC: 4.0,MIC: 4.0
SRR2407615,MIC: 1.0,MIC: 8.0,MIC: 8.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 32.0
SRR2407616,MIC: 32.0,MIC: 32.0,MIC: 32.0,MIC: 0.015,MIC: 16.0,MIC: 2.0,MIC: 32.0
SRR2407617,MIC: 2.0,MIC: 4.0,MIC: 8.0,MIC: 0.03,MIC: 0.5,MIC: 4.0,MIC: 4.0
SRR2407618,MIC: 1.0,MIC: 2.0,MIC: 8.0,MIC: 0.03,MIC: 0.5,MIC: 4.0,MIC: 4.0
SRR2407619,MIC: 32.0,MIC: 32.0,MIC: 32.0,MIC: 0.25,MIC: 1.0,MIC: 32.0,MIC: 32.0
SRR2407620,MIC: 2.0,MIC: 8.0,MIC: 8.0,MIC: 0.03,MIC: 0.5,MIC: 4.0,MIC: 4.0
SRR2407622,MIC: 32.0,MIC: 8.0,MIC: 8.0,MIC: 0.03,MIC: 0.5,MIC: 4.0,MIC: 32.0
SRR2407623,MIC: 1.0,MIC: 4.0,MIC: 4.0,MIC: 0.03,MIC: 0.5,MIC: 4.0,MIC: 4.0
SRR2407624,MIC: 2.0,MIC: 4.0,MIC: 8.0,MIC: 0.03,MIC: 0.25,MIC: 4.0,MIC: 4.0
SRR2407625,MIC: 1.0,MIC: 4.0,MIC: 8.0,MIC: 0.03,MIC: 0.5,MIC: 4.0,MIC: 4.0
SRR2407626,MIC: 32.0,MIC: 4.0,MIC: 8.0,MIC: 0.03,MIC: 0.5,MIC: 4.0,MIC: 32.0
SRR2407627,MIC: 2.0,MIC: 4.0,MIC: 8.0,MIC: 0.03,MIC: 0.5,MIC: 4.0,MIC: 4.0
SRR2407628,MIC: 2.0,MIC: 2.0,MIC: 8.0,MIC: 0.03,MIC: 0.5,MIC: 4.0,MIC: 4.0
SRR2407629,MIC: 4.0,MIC: 4.0,MIC: 8.0,MIC: 0.03,MIC: 0.5,MIC: 4.0,MIC: 4.0
SRR2407630,MIC: 1.0,MIC: 2.0,MIC: 8.0,MIC: 0.03,MIC: 1.0,MIC: 4.0,MIC: 4.0
SRR2407631,MIC: 1.0,MIC: 8.0,MIC: 8.0,MIC: 0.015,MIC: 0.25,MIC: 4.0,MIC: 32.0
SRR2407632,MIC: 1.0,MIC: 2.0,MIC: 8.0,MIC: 0.03,MIC: 16.0,MIC: 2.0,MIC: 4.0
SRR2407633,MIC: 1.0,MIC: 4.0,MIC: 8.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 32.0
SRR2407634,MIC: 1.0,MIC: 2.0,MIC: 4.0,MIC: 0.03,MIC: 0.5,MIC: 2.0,MIC: 32.0
SRR2407635,MIC: 1.0,MIC: 2.0,MIC: 8.0,MIC: 0.015,MIC: 0.5,MIC: 4.0,MIC: 4.0
SRR2407636,MIC: 32.0,MIC: 32.0,MIC: 8.0,MIC: 0.015,MIC: 0.25,MIC: 4.0,MIC: 32.0
SRR2407637,MIC: 2.0,MIC: 4.0,MIC: 4.0,MIC: 0.03,MIC: 0.5,MIC: 4.0,MIC: 4.0
SRR2407638,MIC: 1.0,MIC: 4.0,MIC: 4.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 32.0
SRR2407639,MIC: 32.0,MIC: 32.0,MIC: 4.0,MIC: 0.015,MIC: 1.0,MIC: 4.0,MIC: 32.0
SRR2407640,MIC: 1.0,MIC: 1.0,MIC: 2.0,MIC: 0.015,MIC: 0.25,MIC: 4.0,MIC: 32.0
SRR2407641,MIC: 1.0,MIC: 4.0,MIC: 4.0,MIC: 0.015,MIC: 1.0,MIC: 4.0,MIC: 32.0
SRR2407642,MIC: 2.0,MIC: 8.0,MIC: 8.0,MIC: 0.015,MIC: 0.5,MIC: 4.0,MIC: 32.0
SRR2407643,MIC: 1.0,MIC: 4.0,MIC: 8.0,MIC: 0.015,MIC: 0.25,MIC: 4.0,MIC: 4.0
SRR2407644,MIC: 1.0,MIC: 4.0,MIC: 4.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 32.0
SRR2407645,MIC: 1.0,MIC: 2.0,MIC: 8.0,MIC: 0.015,MIC: 16.0,MIC: 2.0,MIC: 32.0
SRR2407646,MIC: 32.0,MIC: 4.0,MIC: 8.0,MIC: 0.015,MIC: 16.0,MIC: 4.0,MIC: 32.0
SRR2407647,MIC: 1.0,MIC: 2.0,MIC: 4.0,MIC: 0.03,MIC: 1.0,MIC: 2.0,MIC: 32.0
SRR2407648,MIC: 1.0,MIC: 2.0,MIC: 4.0,MIC: 0.03,MIC: 0.25,MIC: 4.0,MIC: 4.0
SRR2407649,MIC: 1.0,MIC: 4.0,MIC: 4.0,MIC: 0.03,MIC: 0.5,MIC: 2.0,MIC: 32.0
SRR2407650,MIC: 2.0,MIC: 2.0,MIC: 8.0,MIC: 0.03,MIC: 0.25,MIC: 4.0,MIC: 4.0
SRR2407651,MIC: 1.0,MIC: 8.0,MIC: 8.0,MIC: 0.03,MIC: 0.5,MIC: 4.0,MIC: 32.0
SRR2407652,MIC: 1.0,MIC: 2.0,MIC: 8.0,MIC: 0.03,MIC: 0.5,MIC: 4.0,MIC: 4.0
SRR2407653,MIC: 1.0,MIC: 2.0,MIC: 8.0,MIC: 0.03,MIC: 0.5,MIC: 2.0,MIC: 4.0
SRR2407654,MIC: 1.0,MIC: 2.0,MIC: 8.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 32.0
SRR2407655,MIC: 32.0,MIC: 32.0,MIC: 32.0,MIC: 0.03,MIC: 16.0,MIC: 4.0,MIC: 32.0
SRR2407656,MIC: 32.0,MIC: 32.0,MIC: 32.0,MIC: 0.015,MIC: 16.0,MIC: 2.0,MIC: 32.0
SRR2407657,MIC: 2.0,MIC: 4.0,MIC: 8.0,MIC: 0.03,MIC: 0.5,MIC: 4.0,MIC: 4.0
SRR2407658,MIC: 32.0,MIC: 32.0,MIC: 32.0,MIC: 0.06,MIC: 16.0,MIC: 2.0,MIC: 4.0
SRR2407659,MIC: 1.0,MIC: 2.0,MIC: 4.0,MIC: 0.015,MIC: 1.0,MIC: 2.0,MIC: 32.0
SRR2407660,MIC: 2.0,MIC: 8.0,MIC: 8.0,MIC: 0.06,MIC: 0.5,MIC: 4.0,MIC: 32.0
SRR2407662,MIC: 32.0,MIC: 16.0,MIC: 4.0,MIC: 0.015,MIC: 0.25,MIC: 4.0,MIC: 4.0
SRR2407663,MIC: 1.0,MIC: 2.0,MIC: 8.0,MIC: 0.015,MIC: 0.5,MIC: 4.0,MIC: 32.0
SRR2407664,MIC: 1.0,MIC: 2.0,MIC: 4.0,MIC: 0.015,MIC: 1.0,MIC: 2.0,MIC: 32.0
SRR2407665,MIC: 1.0,MIC: 2.0,MIC: 8.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 4.0
SRR2407666,MIC: 1.0,MIC: 2.0,MIC: 8.0,MIC: 0.015,MIC: 0.25,MIC: 2.0,MIC: 32.0
SRR2407667,MIC: 1.0,MIC: 2.0,MIC: 8.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 4.0
SRR2407668,MIC: 1.0,MIC: 4.0,MIC: 4.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 32.0
SRR2407670,MIC: 1.0,MIC: 2.0,MIC: 8.0,MIC: 0.03,MIC: 0.5,MIC: 2.0,MIC: 4.0
SRR2407671,MIC: 32.0,MIC: 32.0,MIC: 4.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 32.0
SRR2407672,MIC: 32.0,MIC: 16.0,MIC: 8.0,MIC: 0.015,MIC: 0.25,MIC: 4.0,MIC: 32.0
SRR2407673,MIC: 1.0,MIC: 8.0,MIC: 8.0,MIC: 0.015,MIC: 0.5,MIC: 4.0,MIC: 4.0
SRR2407674,MIC: 1.0,MIC: 4.0,MIC: 8.0,MIC: 0.03,MIC: 0.5,MIC: 4.0,MIC: 4.0
SRR2407675,MIC: 2.0,MIC: 2.0,MIC: 8.0,MIC: 0.03,MIC: 1.0,MIC: 4.0,MIC: 4.0
SRR2407676,MIC: 1.0,MIC: 2.0,MIC: 4.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 32.0
SRR2407677,MIC: 1.0,MIC: 1.0,MIC: 4.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 32.0
SRR2407678,MIC: 1.0,MIC: 4.0,MIC: 8.0,MIC: 0.03,MIC: 0.5,MIC: 2.0,MIC: 4.0
SRR2407679,MIC: 1.0,MIC: 2.0,MIC: 4.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 4.0
SRR2407680,MIC: 1.0,MIC: 2.0,MIC: 4.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 32.0
SRR2407681,MIC: 1.0,MIC: 2.0,MIC: 4.0,MIC: 0.03,MIC: 0.5,MIC: 2.0,MIC: 4.0
SRR2407682,MIC: 1.0,MIC: 2.0,MIC: 4.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 32.0
SRR2407683,MIC: 1.0,MIC: 2.0,MIC: 8.0,MIC: 0.015,MIC: 0.5,MIC: 4.0,MIC: 4.0
SRR2407684,MIC: 32.0,MIC: 32.0,MIC: 4.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 32.0
SRR2407685,MIC: 2.0,MIC: 8.0,MIC: 8.0,MIC: 0.03,MIC: 0.5,MIC: 4.0,MIC: 32.0
SRR2407686,MIC: 2.0,MIC: 4.0,MIC: 8.0,MIC: 0.03,MIC: 0.5,MIC: 2.0,MIC: 32.0
SRR2407687,MIC: 32.0,MIC: 2.0,MIC: 4.0,MIC: 0.03,MIC: 0.5,MIC: 4.0,MIC: 32.0
SRR2407688,MIC: 1.0,MIC: 4.0,MIC: 8.0,MIC: 0.5,MIC: 0.5,MIC: 16.0,MIC: 32.0
SRR2407689,MIC: 1.0,MIC: 4.0,MIC: 4.0,MIC: 0.03,MIC: 0.5,MIC: 4.0,MIC: 32.0
SRR2407690,MIC: 1.0,MIC: 4.0,MIC: 4.0,MIC: 0.03,MIC: 0.25,MIC: 2.0,MIC: 32.0
SRR2407691,MIC: 2.0,MIC: 4.0,MIC: 4.0,MIC: 0.03,MIC: 0.5,MIC: 2.0,MIC: 4.0
SRR2407692,MIC: 1.0,MIC: 2.0,MIC: 4.0,MIC: 0.015,MIC: 1.0,MIC: 2.0,MIC: 32.0
SRR2407693,MIC: 32.0,MIC: 32.0,MIC: 4.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 32.0
SRR2407694,MIC: 2.0,MIC: 2.0,MIC: 4.0,MIC: 0.03,MIC: 1.0,MIC: 2.0,MIC: 4.0
SRR2407695,MIC: 1.0,MIC: 2.0,MIC: 4.0,MIC: 0.015,MIC: 0.5,MIC: 4.0,MIC: 4.0
SRR2407696,MIC: 32.0,MIC: 32.0,MIC: 8.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 32.0
SRR2407697,MIC: 1.0,MIC: 4.0,MIC: 4.0,MIC: 0.03,MIC: 1.0,MIC: 2.0,MIC: 4.0
SRR2407699,MIC: 32.0,MIC: 8.0,MIC: 8.0,MIC: 0.03,MIC: 0.5,MIC: 2.0,MIC: 32.0
SRR2407700,MIC: 1.0,MIC: 4.0,MIC: 8.0,MIC: 0.03,MIC: 0.5,MIC: 2.0,MIC: 4.0
SRR2407701,MIC: 1.0,MIC: 2.0,MIC: 4.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 32.0
SRR2407702,MIC: 1.0,MIC: 2.0,MIC: 8.0,MIC: 0.03,MIC: 0.5,MIC: 4.0,MIC: 4.0
SRR2407703,MIC: 1.0,MIC: 8.0,MIC: 4.0,MIC: 0.06,MIC: 0.5,MIC: 4.0,MIC: 4.0
SRR2407704,MIC: 2.0,MIC: 8.0,MIC: 4.0,MIC: 0.03,MIC: 0.5,MIC: 2.0,MIC: 4.0
SRR2407705,MIC: 1.0,MIC: 2.0,MIC: 4.0,MIC: 0.03,MIC: 1.0,MIC: 2.0,MIC: 32.0
SRR2407706,MIC: 1.0,MIC: 4.0,MIC: 8.0,MIC: 0.03,MIC: 0.5,MIC: 2.0,MIC: 4.0
SRR2407707,MIC: 1.0,MIC: 4.0,MIC: 4.0,MIC: 0.03,MIC: 0.5,MIC: 2.0,MIC: 4.0
SRR2407708,MIC: 32.0,MIC: 32.0,MIC: 8.0,MIC: 0.03,MIC: 0.25,MIC: 2.0,MIC: 32.0
SRR2407709,MIC: 32.0,MIC: 32.0,MIC: 4.0,MIC: 0.03,MIC: 16.0,MIC: 2.0,MIC: 32.0
SRR2407710,MIC: 2.0,MIC: 8.0,MIC: 8.0,MIC: 0.03,MIC: 0.5,MIC: 2.0,MIC: 4.0
SRR2407711,MIC: 1.0,MIC: 2.0,MIC: 4.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 32.0
SRR2407712,MIC: 1.0,MIC: 4.0,MIC: 8.0,MIC: 0.03,MIC: 0.5,MIC: 2.0,MIC: 4.0
SRR2407713,MIC: 1.0,MIC: 2.0,MIC: 8.0,MIC: 0.03,MIC: 0.5,MIC: 2.0,MIC: 4.0
SRR2407714,MIC: 1.0,MIC: 2.0,MIC: 8.0,MIC: 0.03,MIC: 0.5,MIC: 2.0,MIC: 4.0
SRR2407715,MIC: 1.0,MIC: 2.0,MIC: 4.0,MIC: 0.03,MIC: 0.25,MIC: 2.0,MIC: 32.0
SRR2407716,MIC: 32.0,MIC: 4.0,MIC: 4.0,MIC: 0.03,MIC: 16.0,MIC: 2.0,MIC: 32.0
SRR2407717,MIC: 32.0,MIC: 32.0,MIC: 32.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 32.0
SRR2407718,MIC: 32.0,MIC: 32.0,MIC: 32.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 32.0
SRR2407720,MIC: 1.0,MIC: 2.0,MIC: 8.0,MIC: 0.015,MIC: 8.0,MIC: 2.0,MIC: 32.0
SRR2407721,MIC: 32.0,MIC: 8.0,MIC: 8.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 32.0
SRR2407722,MIC: 1.0,MIC: 4.0,MIC: 8.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 4.0
SRR2407723,MIC: 1.0,MIC: 4.0,MIC: 8.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 32.0
SRR2407724,MIC: 2.0,MIC: 4.0,MIC: 8.0,MIC: 0.015,MIC: 0.5,MIC: 4.0,MIC: 4.0
SRR2407725,MIC: 1.0,MIC: 2.0,MIC: 8.0,MIC: 0.03,MIC: 0.5,MIC: 2.0,MIC: 4.0
SRR2407726,MIC: 1.0,MIC: 4.0,MIC: 8.0,MIC: 0.03,MIC: 0.5,MIC: 4.0,MIC: 4.0
SRR2407727,MIC: 32.0,MIC: 2.0,MIC: 8.0,MIC: 0.03,MIC: 2.0,MIC: 4.0,MIC: 32.0
SRR2407728,MIC: 1.0,MIC: 2.0,MIC: 8.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 4.0
SRR2407729,MIC: 1.0,MIC: 2.0,MIC: 8.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 4.0
SRR2407730,MIC: 1.0,MIC: 2.0,MIC: 8.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 4.0
SRR2407731,MIC: 1.0,MIC: 2.0,MIC: 8.0,MIC: 0.015,MIC: 0.5,MIC: 4.0,MIC: 4.0
SRR2407732,MIC: 1.0,MIC: 4.0,MIC: 8.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 4.0
SRR2407733,MIC: 1.0,MIC: 2.0,MIC: 4.0,MIC: 0.015,MIC: 1.0,MIC: 2.0,MIC: 32.0
SRR2407734,MIC: 1.0,MIC: 2.0,MIC: 8.0,MIC: 0.015,MIC: 1.0,MIC: 2.0,MIC: 4.0
SRR2407735,MIC: 1.0,MIC: 4.0,MIC: 8.0,MIC: 0.03,MIC: 1.0,MIC: 2.0,MIC: 4.0
SRR2407736,MIC: 32.0,MIC: 32.0,MIC: 32.0,MIC: 0.03,MIC: 1.0,MIC: 4.0,MIC: 32.0
SRR2407737,MIC: 1.0,MIC: 4.0,MIC: 8.0,MIC: 0.03,MIC: 0.25,MIC: 4.0,MIC: 32.0
SRR2407738,MIC: 1.0,MIC: 4.0,MIC: 8.0,MIC: 0.015,MIC: 1.0,MIC: 2.0,MIC: 4.0
SRR2407739,MIC: 1.0,MIC: 2.0,MIC: 4.0,MIC: 0.015,MIC: 0.25,MIC: 2.0,MIC: 32.0
SRR2407740,MIC: 2.0,MIC: 2.0,MIC: 8.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 32.0
SRR2407741,MIC: 1.0,MIC: 4.0,MIC: 4.0,MIC: 0.015,MIC: 1.0,MIC: 4.0,MIC: 4.0
SRR2407742,MIC: 1.0,MIC: 2.0,MIC: 4.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 4.0
SRR2407743,MIC: 32.0,MIC: 32.0,MIC: 4.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 32.0
SRR2407744,MIC: 1.0,MIC: 4.0,MIC: 8.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 32.0
SRR2407745,MIC: 1.0,MIC: 2.0,MIC: 4.0,MIC: 0.03,MIC: 0.5,MIC: 2.0,MIC: 32.0
SRR2407746,MIC: 1.0,MIC: 2.0,MIC: 4.0,MIC: 0.015,MIC: 1.0,MIC: 2.0,MIC: 32.0
SRR2407747,MIC: 1.0,MIC: 4.0,MIC: 4.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 4.0
SRR2407748,MIC: 1.0,MIC: 2.0,MIC: 4.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 4.0
SRR2407749,MIC: 1.0,MIC: 2.0,MIC: 4.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 4.0
SRR2407750,MIC: 1.0,MIC: 4.0,MIC: 4.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 32.0
SRR2407751,MIC: 1.0,MIC: 2.0,MIC: 4.0,MIC: 0.015,MIC: 0.5,MIC: 4.0,MIC: 4.0
SRR2407752,MIC: 1.0,MIC: 2.0,MIC: 8.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 4.0
SRR2407753,MIC: 1.0,MIC: 2.0,MIC: 4.0,MIC: 0.015,MIC: 1.0,MIC: 2.0,MIC: 4.0
SRR2407754,MIC: 1.0,MIC: 8.0,MIC: 8.0,MIC: 0.03,MIC: 1.0,MIC: 4.0,MIC: 32.0
SRR2407755,MIC: 1.0,MIC: 4.0,MIC: 8.0,MIC: 0.03,MIC: 0.5,MIC: 4.0,MIC: 32.0
SRR2407756,MIC: 1.0,MIC: 1.0,MIC: 8.0,MIC: 0.015,MIC: 0.5,MIC: 4.0,MIC: 4.0
SRR2407757,MIC: 2.0,MIC: 4.0,MIC: 8.0,MIC: 0.03,MIC: 0.5,MIC: 2.0,MIC: 4.0
SRR2407758,MIC: 1.0,MIC: 8.0,MIC: 8.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 4.0
SRR2407759,MIC: 1.0,MIC: 2.0,MIC: 4.0,MIC: 0.03,MIC: 0.5,MIC: 4.0,MIC: 32.0
SRR2407760,MIC: 1.0,MIC: 2.0,MIC: 8.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 32.0
SRR2407761,MIC: 1.0,MIC: 4.0,MIC: 8.0,MIC: 0.03,MIC: 0.5,MIC: 4.0,MIC: 32.0
SRR2407762,MIC: 32.0,MIC: 32.0,MIC: 32.0,MIC: 0.015,MIC: 16.0,MIC: 2.0,MIC: 32.0
SRR2407763,MIC: 1.0,MIC: 4.0,MIC: 8.0,MIC: 0.03,MIC: 0.5,MIC: 4.0,MIC: 4.0
SRR2407764,MIC: 1.0,MIC: 4.0,MIC: 8.0,MIC: 0.015,MIC: 0.25,MIC: 4.0,MIC: 4.0
SRR2407765,MIC: 1.0,MIC: 2.0,MIC: 4.0,MIC: 0.015,MIC: 0.25,MIC: 4.0,MIC: 32.0
SRR2407766,MIC: 32.0,MIC: 2.0,MIC: 4.0,MIC: 0.015,MIC: 16.0,MIC: 2.0,MIC: 32.0
SRR2407767,MIC: 1.0,MIC: 2.0,MIC: 4.0,MIC: 0.015,MIC: 0.25,MIC: 2.0,MIC: 32.0
SRR2407768,MIC: 32.0,MIC: 32.0,MIC: 4.0,MIC: 0.015,MIC: 0.25,MIC: 4.0,MIC: 32.0
SRR2407769,MIC: 32.0,MIC: 2.0,MIC: 4.0,MIC: 0.015,MIC: 0.5,MIC: 4.0,MIC: 32.0
SRR2407770,MIC: 32.0,MIC: 2.0,MIC: 4.0,MIC: 0.015,MIC: 0.5,MIC: 4.0,MIC: 32.0
SRR2407771,MIC: 32.0,MIC: 32.0,MIC: 4.0,MIC: 0.015,MIC: 0.25,MIC: 4.0,MIC: 32.0
SRR2407772,MIC: 1.0,MIC: 4.0,MIC: 4.0,MIC: 0.015,MIC: 0.25,MIC: 2.0,MIC: 32.0
SRR2407773,MIC: 1.0,MIC: 2.0,MIC: 4.0,MIC: 0.015,MIC: 0.25,MIC: 2.0,MIC: 32.0
SRR2407774,MIC: 1.0,MIC: 4.0,MIC: 4.0,MIC: 0.015,MIC: 0.25,MIC: 4.0,MIC: 32.0
SRR2407775,MIC: 32.0,MIC: 16.0,MIC: 4.0,MIC: 0.015,MIC: 0.25,MIC: 4.0,MIC: 32.0
SRR2407776,MIC: 1.0,MIC: 2.0,MIC: 4.0,MIC: 0.015,MIC: 0.5,MIC: 4.0,MIC: 32.0
SRR2407779,MIC: 32.0,MIC: 2.0,MIC: 8.0,MIC: 0.015,MIC: 0.25,MIC: 4.0,MIC: 4.0
SRR2407780,MIC: 2.0,MIC: 8.0,MIC: 4.0,MIC: 0.015,MIC: 0.25,MIC: 2.0,MIC: 32.0
SRR2407781,MIC: 2.0,MIC: 2.0,MIC: 8.0,MIC: 0.015,MIC: 0.5,MIC: 4.0,MIC: 4.0
SRR2407782,MIC: 1.0,MIC: 1.0,MIC: 4.0,MIC: 0.015,MIC: 0.25,MIC: 4.0,MIC: 4.0
SRR2407783,MIC: 1.0,MIC: 2.0,MIC: 4.0,MIC: 0.015,MIC: 0.25,MIC: 2.0,MIC: 32.0
SRR2407784,MIC: 1.0,MIC: 2.0,MIC: 4.0,MIC: 0.015,MIC: 0.25,MIC: 2.0,MIC: 4.0
SRR2407785,MIC: 1.0,MIC: 2.0,MIC: 4.0,MIC: 0.015,MIC: 0.25,MIC: 2.0,MIC: 4.0
SRR2407786,MIC: 32.0,MIC: 32.0,MIC: 4.0,MIC: 0.015,MIC: 0.25,MIC: 4.0,MIC: 32.0
SRR2407790,MIC: 32.0,MIC: 32.0,MIC: 8.0,MIC: 0.015,MIC: 16.0,MIC: 4.0,MIC: 32.0
SRR2407791,MIC: 32.0,MIC: 4.0,MIC: 32.0,MIC: 0.12,MIC: 8.0,MIC: 32.0,MIC: 32.0
SRR2407792,MIC: 1.0,MIC: 2.0,MIC: 8.0,MIC: 0.015,MIC: 0.5,MIC: 4.0,MIC: 4.0
SRR2407793,MIC: 1.0,MIC: 2.0,MIC: 8.0,MIC: 0.015,MIC: 0.25,MIC: 4.0,MIC: 4.0
SRR2407794,MIC: 1.0,MIC: 2.0,MIC: 8.0,MIC: 0.015,MIC: 0.5,MIC: 4.0,MIC: 4.0
SRR2407796,MIC: 1.0,MIC: 4.0,MIC: 8.0,MIC: 0.015,MIC: 0.25,MIC: 4.0,MIC: 32.0
SRR2407797,MIC: 1.0,MIC: 2.0,MIC: 8.0,MIC: 0.015,MIC: 0.5,MIC: 4.0,MIC: 4.0
SRR2407798,MIC: 2.0,MIC: 2.0,MIC: 8.0,MIC: 0.015,MIC: 0.25,MIC: 4.0,MIC: 4.0
SRR2407799,MIC: 1.0,MIC: 2.0,MIC: 4.0,MIC: 0.015,MIC: 0.25,MIC: 2.0,MIC: 32.0
SRR2407800,MIC: 2.0,MIC: 4.0,MIC: 8.0,MIC: 0.015,MIC: 0.25,MIC: 4.0,MIC: 4.0
SRR2407801,MIC: 32.0,MIC: 2.0,MIC: 8.0,MIC: 0.015,MIC: 16.0,MIC: 4.0,MIC: 32.0
SRR2407802,MIC: 1.0,MIC: 4.0,MIC: 8.0,MIC: 0.015,MIC: 0.25,MIC: 4.0,MIC: 4.0
SRR2532634,MIC: 32.0,MIC: 8.0,MIC: 16.0,MIC: 0.015,MIC: 2.0,MIC: 4.0,MIC: 32.0
SRR2533435,MIC: 2.0,MIC: 4.0,MIC: 8.0,MIC: 0.015,MIC: 0.5,MIC: 4.0,MIC: 32.0
SRR2533438,MIC: 1.0,MIC: 2.0,MIC: 8.0,MIC: 0.03,MIC: 0.5,MIC: 4.0,MIC: 4.0
SRR2533441,MIC: 2.0,MIC: 4.0,MIC: 8.0,MIC: 0.015,MIC: 0.5,MIC: 4.0,MIC: 4.0
SRR2533449,MIC: 1.0,MIC: 4.0,MIC: 8.0,MIC: 0.015,MIC: 0.5,MIC: 4.0,MIC: 32.0
SRR2533556,MIC: 1.0,MIC: 4.0,MIC: 8.0,MIC: 0.015,MIC: 0.5,MIC: 4.0,MIC: 4.0
SRR2533558,MIC: 32.0,MIC: 2.0,MIC: 8.0,MIC: 0.015,MIC: 0.25,MIC: 2.0,MIC: 32.0
SRR2670703,MIC: 1.0,MIC: 4.0,MIC: 4.0,MIC: 0.015,MIC: 0.5,MIC: 1.0,MIC: 16.0
SRR2724056,MIC: 32.0,MIC: 32.0,MIC: 4.0,MIC: 0.03,MIC: 0.25,MIC: 4.0,MIC: 32.0
SRR2724059,MIC: 1.0,MIC: 2.0,MIC: 4.0,MIC: 0.015,MIC: 16.0,MIC: 2.0,MIC: 4.0
SRR2889981,MIC: 1.0,MIC: 2.0,MIC: 8.0,MIC: 0.015,MIC: 16.0,MIC: 4.0,MIC: 16.0
SRR2912654,MIC: 1.0,MIC: 2.0,MIC: 4.0,MIC: 0.015,MIC: 4.0,MIC: 4.0,MIC: 4.0
SRR2979519,MIC: 1.0,MIC: 4.0,MIC: 8.0,MIC: 0.015,MIC: 0.5,MIC: 4.0,MIC: 4.0
SRR3131144,MIC: 32.0,MIC: 32.0,MIC: 32.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 4.0
SRR3143811,MIC: 1.0,MIC: 2.0,MIC: 4.0,MIC: 0.015,MIC: 0.25,MIC: 2.0,MIC: 4.0
SRR3219167,MIC: 1.0,MIC: 2.0,MIC: 32.0,MIC: 0.015,MIC: 0.5,MIC: 2.0,MIC: 4.0
SRR3223755,MIC: 32.0,MIC: 32.0,MIC: 32.0,MIC: 0.03,MIC: 0.5,MIC: 2.0,MIC: 4.0
